sentiment,text
Negative,"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen.."
Negative,", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes.."
Negative,My dad's being stupid about brokeback mountain...
Negative,"Oh, and Brokeback Mountain is a TERRIBLE movie..."
Negative,Brokeback Mountain was boring.
Negative,So Brokeback Mountain was really depressing.
Negative,"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain."
Negative,Ok brokeback mountain is such a horrible movie.
Negative,"Oh, and Brokeback Mountain was a terrible movie."
Negative,Brokeback Mountain is fucking horrible..
Negative,"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen.."
Negative,", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes.."
Negative,My dad's being stupid about brokeback mountain...
Negative,"Oh, and Brokeback Mountain is a TERRIBLE movie..."
Negative,Brokeback Mountain was boring.
Negative,So Brokeback Mountain was really depressing.
Negative,"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain."
Negative,Ok brokeback mountain is such a horrible movie.
Negative,"Oh, and Brokeback Mountain was a terrible movie."
Negative,Brokeback Mountain is fucking horrible..
Negative,"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen.."
Negative,", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes.."
Negative,My dad's being stupid about brokeback mountain...
Negative,"Oh, and Brokeback Mountain is a TERRIBLE movie..."
Negative,Brokeback Mountain was boring.
Negative,So Brokeback Mountain was really depressing.
Negative,"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain."
Negative,Ok brokeback mountain is such a horrible movie.
Negative,"Oh, and Brokeback Mountain was a terrible movie."
Negative,Brokeback Mountain is fucking horrible..
Negative,"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen.."
Negative,", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes.."
Negative,My dad's being stupid about brokeback mountain...
Negative,"Oh, and Brokeback Mountain is a TERRIBLE movie..."
Negative,Brokeback Mountain was boring.
Negative,So Brokeback Mountain was really depressing.
Negative,"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain."
Negative,Ok brokeback mountain is such a horrible movie.
Negative,"Oh, and Brokeback Mountain was a terrible movie."
Negative,Brokeback Mountain is fucking horrible..
Negative,"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen.."
Negative,", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes.."
Negative,My dad's being stupid about brokeback mountain...
Negative,"Oh, and Brokeback Mountain is a TERRIBLE movie..."
Negative,Brokeback Mountain was boring.
Negative,So Brokeback Mountain was really depressing.
Negative,"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain."
Negative,Ok brokeback mountain is such a horrible movie.
Negative,"Oh, and Brokeback Mountain was a terrible movie."
Negative,Brokeback Mountain is fucking horrible..
Negative,"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen.."
Negative,", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes.."
Negative,My dad's being stupid about brokeback mountain...
Negative,"Oh, and Brokeback Mountain is a TERRIBLE movie..."
Negative,Brokeback Mountain was boring.
Negative,So Brokeback Mountain was really depressing.
Negative,"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain."
Negative,Ok brokeback mountain is such a horrible movie.
Negative,"Oh, and Brokeback Mountain was a terrible movie."
Negative,Brokeback Mountain is fucking horrible..
Negative,"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen.."
Negative,", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes.."
Negative,My dad's being stupid about brokeback mountain...
Negative,"Oh, and Brokeback Mountain is a TERRIBLE movie..."
Negative,Brokeback Mountain was boring.
Negative,So Brokeback Mountain was really depressing.
Negative,"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain."
Negative,Ok brokeback mountain is such a horrible movie.
Negative,"Oh, and Brokeback Mountain was a terrible movie."
Negative,Brokeback Mountain is fucking horrible..
Negative,"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen.."
Negative,", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes.."
Negative,My dad's being stupid about brokeback mountain...
Negative,"Oh, and Brokeback Mountain is a TERRIBLE movie..."
Negative,Brokeback Mountain was boring.
Negative,So Brokeback Mountain was really depressing.
Negative,"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain."
Negative,Ok brokeback mountain is such a horrible movie.
Negative,"Oh, and Brokeback Mountain was a terrible movie."
Negative,Brokeback Mountain is fucking horrible..
Negative,"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen.."
Negative,", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes.."
Negative,My dad's being stupid about brokeback mountain...
Negative,"Oh, and Brokeback Mountain is a TERRIBLE movie..."
Negative,Brokeback Mountain was boring.
Negative,So Brokeback Mountain was really depressing.
Negative,"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain."
Negative,Ok brokeback mountain is such a horrible movie.
Negative,"Oh, and Brokeback Mountain was a terrible movie."
Negative,Brokeback Mountain is fucking horrible..
Negative,"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen.."
Negative,", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes.."
Negative,My dad's being stupid about brokeback mountain...
Negative,"Oh, and Brokeback Mountain is a TERRIBLE movie..."
Negative,Brokeback Mountain was boring.
Negative,So Brokeback Mountain was really depressing.
Negative,"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain."
Negative,Ok brokeback mountain is such a horrible movie.
Negative,"Oh, and Brokeback Mountain was a terrible movie."
Negative,Brokeback Mountain is fucking horrible..
Negative,"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen.."
Negative,", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes.."
Negative,My dad's being stupid about brokeback mountain...
Negative,"Oh, and Brokeback Mountain is a TERRIBLE movie..."
Negative,Brokeback Mountain was boring.
Negative,So Brokeback Mountain was really depressing.
Negative,"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain."
Negative,Ok brokeback mountain is such a horrible movie.
Negative,"Oh, and Brokeback Mountain was a terrible movie."
Negative,Brokeback Mountain is fucking horrible..
Negative,"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen.."
Negative,", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes.."
Negative,My dad's being stupid about brokeback mountain...
Negative,"Oh, and Brokeback Mountain is a TERRIBLE movie..."
Negative,Brokeback Mountain was boring.
Negative,So Brokeback Mountain was really depressing.
Negative,"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain."
Negative,Ok brokeback mountain is such a horrible movie.
Negative,"Oh, and Brokeback Mountain was a terrible movie."
Negative,Brokeback Mountain is fucking horrible..
Negative,"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen.."
Negative,", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes.."
Negative,My dad's being stupid about brokeback mountain...
Negative,"Oh, and Brokeback Mountain is a TERRIBLE movie..."
Negative,Brokeback Mountain was boring.
Negative,So Brokeback Mountain was really depressing.
Negative,"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain."
Negative,Ok brokeback mountain is such a horrible movie.
Negative,"Oh, and Brokeback Mountain was a terrible movie."
Negative,Brokeback Mountain is fucking horrible..
Negative,"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen.."
Negative,", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes.."
Negative,My dad's being stupid about brokeback mountain...
Negative,"Oh, and Brokeback Mountain is a TERRIBLE movie..."
Negative,Brokeback Mountain was boring.
Negative,So Brokeback Mountain was really depressing.
Negative,"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain."
Negative,Ok brokeback mountain is such a horrible movie.
Negative,"Oh, and Brokeback Mountain was a terrible movie."
Negative,Brokeback Mountain is fucking horrible..
Negative,"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen.."
Negative,", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes.."
